user_id,last_interaction,total_balance,days_since,status
USER_0802,2026-06-13 13:26:49.654052,374,6,Healthy Idle
USER_0803,2026-06-07 13:26:49.654099,1287,12,Healthy Idle
USER_0804,2026-06-04 13:26:49.654137,1942,15,At-Risk
USER_0805,2026-06-14 13:26:49.654184,45,5,Healthy Idle
USER_0806,2026-05-13 13:26:49.654196,250,37,High-Risk Stagnant
USER_0807,2026-06-14 13:26:49.654264,1968,5,Healthy Idle
USER_0808,2026-06-11 13:26:49.654330,1398,8,Healthy Idle
USER_0809,2026-06-17 13:26:49.654377,718,2,Healthy Idle
USER_0810,2026-06-01 13:26:49.654414,2033,18,At-Risk
USER_0811,2026-04-18 13:26:49.654472,28,62,High-Risk Stagnant
USER_0812,2026-06-08 13:26:49.654484,461,11,Healthy Idle
USER_0813,2026-06-09 13:26:49.654532,926,10,Healthy Idle
USER_0814,2026-06-05 13:26:49.654554,1010,14,Healthy Idle
USER_0815,2026-06-18 13:26:49.654603,2201,1,Healthy Idle
USER_0816,2026-06-11 13:26:49.654677,441,8,Healthy Idle
USER_0817,2026-06-17 13:26:49.654753,2342,2,Healthy Idle
USER_0818,2026-06-11 13:26:49.654792,852,8,Healthy Idle
USER_0819,2026-06-18 13:26:49.654868,859,1,Healthy Idle
USER_0820,2026-06-18 13:26:49.654889,2333,1,Healthy Idle
USER_0821,2026-06-19 13:26:49.655001,2239,0,Healthy Idle
USER_0822,2026-06-17 13:26:49.655098,1825,2,Healthy Idle
USER_0823,2026-05-18 13:26:49.655132,954,32,High-Risk Stagnant
USER_0824,2026-06-11 13:26:49.655240,2921,8,Healthy Idle
USER_0825,2026-06-16 13:26:49.655387,1161,3,Healthy Idle
USER_0826,2026-06-06 13:26:49.655455,1761,13,Healthy Idle
USER_0827,2026-06-06 13:26:49.655516,1379,13,Healthy Idle
USER_0828,2026-05-19 13:26:49.655602,188,31,High-Risk Stagnant
USER_0829,2026-06-03 13:26:49.655614,1319,16,At-Risk
USER_0830,2026-06-08 13:26:49.655705,2303,11,Healthy Idle
USER_0831,2026-06-11 13:26:49.655771,730,8,Healthy Idle
USER_0832,2026-05-04 13:26:49.655838,1120,46,High-Risk Stagnant
USER_0833,2026-06-06 13:26:49.655860,3137,13,Healthy Idle
USER_0834,2026-06-02 13:26:49.656021,2116,17,At-Risk
USER_0835,2026-03-25 13:26:49.656122,402,86,High-Risk Stagnant
USER_0836,2026-06-18 13:26:49.656169,1264,1,Healthy Idle
USER_0837,2026-05-13 13:26:49.656229,1083,37,High-Risk Stagnant
USER_0838,2026-06-12 13:26:49.656295,2751,7,Healthy Idle
USER_0839,2026-05-23 13:26:49.656398,935,27,At-Risk
USER_0840,2026-06-10 13:26:49.656420,890,9,Healthy Idle
USER_0841,2026-06-11 13:26:49.656510,1116,8,Healthy Idle
USER_0842,2026-04-09 13:26:49.656547,284,71,High-Risk Stagnant
USER_0843,2026-06-14 13:26:49.656581,279,5,Healthy Idle
USER_0844,2026-06-08 13:26:49.656603,1235,11,Healthy Idle
USER_0845,2026-05-24 13:26:49.656750,1909,26,At-Risk
USER_0846,2026-06-02 13:26:49.656866,2361,17,At-Risk
USER_0847,2026-05-28 13:26:49.656918,1917,22,At-Risk
USER_0848,2026-06-16 13:26:49.657146,2808,3,Healthy Idle
USER_0849,2026-06-16 13:26:49.657307,947,3,Healthy Idle
USER_0850,2026-05-26 13:26:49.657330,202,24,At-Risk
USER_0851,2026-06-09 13:26:49.657386,911,10,Healthy Idle
USER_0852,2026-06-11 13:26:49.657493,1486,8,Healthy Idle
USER_0853,2026-06-01 13:26:49.657697,2590,18,At-Risk
USER_0854,2026-06-10 13:26:49.657737,338,9,Healthy Idle
USER_0855,2026-06-17 13:26:49.657762,1977,2,Healthy Idle
USER_0856,2026-06-18 13:26:49.657905,714,1,Healthy Idle
USER_0857,2026-04-07 13:26:49.657929,225,73,High-Risk Stagnant
USER_0858,2026-06-14 13:26:49.657990,1913,5,Healthy Idle
USER_0859,2026-06-12 13:26:49.658083,56,7,Healthy Idle
USER_0860,2026-06-11 13:26:49.658107,3168,8,Healthy Idle
USER_0861,2026-06-12 13:26:49.658324,1274,7,Healthy Idle
USER_0862,2026-06-11 13:26:49.658417,1024,8,Healthy Idle
USER_0863,2026-06-10 13:26:49.658528,2859,9,Healthy Idle
USER_0864,2026-06-19 13:26:49.658637,1407,0,Healthy Idle
USER_0865,2026-06-13 13:26:49.658721,1674,6,Healthy Idle
USER_0866,2026-05-27 13:26:49.658921,2141,23,At-Risk
USER_0867,2026-06-18 13:26:49.658945,140,1,Healthy Idle
USER_0868,2026-05-24 13:26:49.658984,585,26,At-Risk
USER_0869,2026-06-08 13:26:49.659040,1588,11,Healthy Idle
USER_0870,2026-06-07 13:26:49.659121,1794,12,Healthy Idle
USER_0871,2026-05-12 13:26:49.659171,525,38,High-Risk Stagnant
USER_0872,2026-06-12 13:26:49.659235,1990,7,Healthy Idle
USER_0873,2026-04-01 13:26:49.659266,18,79,High-Risk Stagnant
USER_0874,2026-06-12 13:26:49.659278,2494,7,Healthy Idle
USER_0875,2026-06-14 13:26:49.659360,2353,5,Healthy Idle
USER_0876,2026-06-15 13:26:49.659481,1758,4,Healthy Idle
USER_0877,2026-05-31 13:26:49.659520,1007,19,At-Risk
USER_0878,2026-05-18 13:26:49.659558,1664,32,High-Risk Stagnant
USER_0879,2026-06-17 13:26:49.659635,2219,2,Healthy Idle
USER_0880,2026-04-18 13:26:49.659734,470,62,High-Risk Stagnant
USER_0881,2026-06-09 13:26:49.659759,2449,10,Healthy Idle
USER_0882,2026-06-10 13:26:49.660057,1286,9,Healthy Idle
USER_0883,2026-06-19 13:26:49.660070,1455,0,Healthy Idle
USER_0884,2026-05-28 13:26:49.660189,1259,22,At-Risk
USER_0885,2026-06-08 13:26:49.660214,289,11,Healthy Idle
USER_0886,2026-06-05 13:26:49.660252,1807,14,Healthy Idle
USER_0887,2026-06-12 13:26:49.660326,2116,7,Healthy Idle
USER_0888,2026-05-22 13:26:49.660381,1273,28,At-Risk
USER_0889,2026-06-14 13:26:49.660457,992,5,Healthy Idle
USER_0890,2026-06-09 13:26:49.660469,3543,10,Healthy Idle
USER_0891,2026-06-18 13:26:49.660561,1491,1,Healthy Idle
USER_0892,2026-06-17 13:26:49.660660,2290,2,Healthy Idle
USER_0893,2026-06-07 13:26:49.660716,288,12,Healthy Idle
USER_0894,2026-05-24 13:26:49.660737,1209,26,At-Risk
USER_0895,2026-05-23 13:26:49.660793,372,27,At-Risk
USER_0896,2026-05-11 13:26:49.660805,176,39,High-Risk Stagnant
USER_0897,2026-04-24 13:26:49.660817,1657,56,High-Risk Stagnant
USER_0898,2026-05-28 13:26:49.660873,1484,22,At-Risk
USER_0899,2026-06-08 13:26:49.661075,1805,11,Healthy Idle
USER_0900,2026-06-09 13:26:49.661096,745,10,Healthy Idle
USER_0901,2026-06-07 13:26:49.661119,897,12,Healthy Idle
USER_0902,2026-06-18 13:26:49.661167,2729,1,Healthy Idle
USER_0903,2026-06-09 13:26:49.661302,2228,10,Healthy Idle
USER_0904,2026-06-19 13:26:49.661315,678,0,Healthy Idle
USER_0905,2026-06-08 13:26:49.661362,1216,11,Healthy Idle
USER_0906,2026-05-27 13:26:49.661393,1230,23,At-Risk
USER_0907,2026-05-13 13:26:49.661467,2333,37,High-Risk Stagnant
USER_0908,2026-05-22 13:26:49.661497,647,28,At-Risk
USER_0909,2026-06-10 13:26:49.661566,1141,9,Healthy Idle
USER_0910,2026-06-19 13:26:49.661639,2161,0,Healthy Idle
USER_0911,2026-05-29 13:26:49.661790,942,21,At-Risk
USER_0912,2026-06-19 13:26:49.661900,1934,0,Healthy Idle
USER_0913,2026-04-17 13:26:49.661951,217,63,High-Risk Stagnant
USER_0914,2026-05-31 13:26:49.662039,1559,19,At-Risk
USER_0915,2026-06-16 13:26:49.662113,1949,3,Healthy Idle
USER_0916,2026-06-11 13:26:49.662281,591,8,Healthy Idle
USER_0917,2026-05-29 13:26:49.662324,857,21,At-Risk
USER_0918,2026-06-14 13:26:49.662401,1914,5,Healthy Idle
USER_0919,2026-05-25 13:26:49.662561,821,25,At-Risk
USER_0920,2026-05-23 13:26:49.662574,1011,27,At-Risk
USER_0921,2026-06-10 13:26:49.662693,570,9,Healthy Idle
USER_0922,2026-05-12 13:26:49.662753,276,38,High-Risk Stagnant
USER_0923,2026-06-05 13:26:49.662774,387,14,Healthy Idle
USER_0924,2026-06-10 13:26:49.662796,1018,9,Healthy Idle
USER_0925,2026-06-15 13:26:49.662891,1100,4,Healthy Idle
USER_0926,2026-06-07 13:26:49.662962,397,12,Healthy Idle
USER_0927,2026-06-12 13:26:49.663023,2359,7,Healthy Idle
USER_0928,2026-06-19 13:26:49.663116,2801,0,Healthy Idle
USER_0929,2026-06-18 13:26:49.663200,380,1,Healthy Idle
USER_0930,2026-06-19 13:26:49.663231,2363,0,Healthy Idle
USER_0931,2026-05-31 13:26:49.663325,1605,19,At-Risk
USER_0932,2026-06-03 13:26:49.663434,2410,16,At-Risk
USER_0933,2026-06-07 13:26:49.663584,1223,12,Healthy Idle
USER_0934,2026-05-23 13:26:49.663620,2247,27,At-Risk
USER_0935,2026-06-16 13:26:49.663744,3686,3,Healthy Idle
USER_0936,2026-06-06 13:26:49.663846,2585,13,Healthy Idle
USER_0937,2026-06-17 13:26:49.663951,2509,2,Healthy Idle
USER_0938,2026-06-12 13:26:49.664040,624,7,Healthy Idle
USER_0939,2026-04-29 13:26:49.664079,1188,51,High-Risk Stagnant
USER_0940,2026-06-06 13:26:49.664208,1816,13,Healthy Idle
USER_0941,2026-06-03 13:26:49.664229,151,16,At-Risk
USER_0942,2026-05-08 13:26:49.664250,486,42,High-Risk Stagnant
USER_0943,2026-06-17 13:26:49.664262,598,2,Healthy Idle
USER_0944,2026-05-18 13:26:49.664325,1474,32,High-Risk Stagnant
USER_0945,2026-05-28 13:26:49.664351,522,22,At-Risk
USER_0946,2026-06-05 13:26:49.664375,2206,14,Healthy Idle
USER_0947,2026-06-15 13:26:49.664493,1611,4,Healthy Idle
USER_0948,2026-06-17 13:26:49.664551,1801,2,Healthy Idle
USER_0949,2026-06-17 13:26:49.664666,2611,2,Healthy Idle
USER_0950,2026-06-11 13:26:49.664712,2421,8,Healthy Idle
USER_0951,2026-06-11 13:26:49.664767,876,8,Healthy Idle
USER_0952,2026-06-10 13:26:49.664882,1236,9,Healthy Idle
USER_0953,2026-05-26 13:26:49.664912,606,24,At-Risk
USER_0954,2026-05-26 13:26:49.664924,766,24,At-Risk
USER_0955,2026-03-31 13:26:49.664971,280,80,High-Risk Stagnant
USER_0956,2026-06-19 13:26:49.665035,2493,0,Healthy Idle
USER_0957,2026-05-28 13:26:49.665135,2515,22,At-Risk
USER_0958,2026-05-19 13:26:49.665182,1444,31,High-Risk Stagnant
USER_0959,2026-06-01 13:26:49.665194,161,18,At-Risk
USER_0960,2026-06-05 13:26:49.665217,1288,14,Healthy Idle
USER_0961,2026-05-31 13:26:49.665334,2095,19,At-Risk
USER_0962,2026-06-11 13:26:49.665432,2941,8,Healthy Idle
USER_0963,2026-05-29 13:26:49.665487,2089,21,At-Risk
USER_0964,2026-06-11 13:26:49.665560,1920,8,Healthy Idle
USER_0965,2026-06-17 13:26:49.665581,2882,2,Healthy Idle
USER_0966,2026-04-17 13:26:49.665698,224,63,High-Risk Stagnant
USER_0967,2026-05-13 13:26:49.665739,1080,37,High-Risk Stagnant
USER_0968,2026-06-07 13:26:49.665795,1465,12,Healthy Idle
USER_0969,2026-06-18 13:26:49.665903,2285,1,Healthy Idle
USER_0970,2026-06-19 13:26:49.665949,1749,0,Healthy Idle
USER_0971,2026-06-10 13:26:49.666014,1745,9,Healthy Idle
USER_0972,2026-06-03 13:26:49.666123,1808,16,At-Risk
USER_0973,2026-06-16 13:26:49.666186,2157,3,Healthy Idle
USER_0974,2026-06-17 13:26:49.666250,2553,2,Healthy Idle
USER_0975,2026-06-19 13:26:49.666359,1605,0,Healthy Idle
USER_0976,2026-05-15 13:26:49.666397,55,35,High-Risk Stagnant
USER_0977,2026-06-19 13:26:49.666434,1870,0,Healthy Idle
USER_0978,2026-05-19 13:26:49.666506,1514,31,High-Risk Stagnant
USER_0979,2026-05-21 13:26:49.666543,404,29,At-Risk
USER_0980,2026-04-16 13:26:49.666556,238,64,High-Risk Stagnant
USER_0981,2026-05-13 13:26:49.666568,24,37,High-Risk Stagnant
USER_0982,2026-06-08 13:26:49.666640,2729,11,Healthy Idle
USER_0983,2026-06-19 13:26:49.666669,1900,0,Healthy Idle
USER_0984,2026-05-08 13:26:49.666758,814,42,High-Risk Stagnant
USER_0985,2026-06-05 13:26:49.666797,1076,14,Healthy Idle
USER_0986,2026-06-03 13:26:49.666869,1439,16,At-Risk
USER_0987,2026-05-24 13:26:49.666890,303,26,At-Risk
USER_0988,2026-06-13 13:26:49.666951,2109,6,Healthy Idle
USER_0989,2026-06-03 13:26:49.667006,1667,16,At-Risk
USER_0990,2026-06-01 13:26:49.667081,880,18,At-Risk
USER_0991,2026-06-11 13:26:49.667170,2880,8,Healthy Idle
USER_0992,2026-05-09 13:26:49.667200,630,41,High-Risk Stagnant
USER_0993,2026-06-13 13:26:49.667246,2863,6,Healthy Idle
USER_0994,2026-05-01 13:26:49.667292,271,49,High-Risk Stagnant
USER_0995,2026-04-03 13:26:49.667313,79,77,High-Risk Stagnant
USER_0996,2026-06-13 13:26:49.667325,383,6,Healthy Idle
USER_0997,2026-05-02 13:26:49.667364,1193,48,High-Risk Stagnant
USER_0998,2026-06-17 13:26:49.667410,1498,2,Healthy Idle
USER_0999,2026-05-30 13:26:49.667474,817,20,At-Risk
